feature_1,feature_2,feature_3,feature_4,target
54.96714153011233,64.59172413316013,-0.16711808031685435,8,152.40607392556385
48.61735698828815,57.077830466891186,0.14671368643332283,3,102.4048628103883
56.47688538100692,35.60967258978462,1.2065089665083568,8,261.80776718423044
65.23029856408026,98.65152487929797,-0.8169356709872361,1,107.96439241759418
47.658466252766644,60.577481935688716,0.3686733088729012,5,128.47956604083117
47.6586304305082,23.72267917359945,-0.3933388123273607,4,130.59553154240456
65.79212815507391,10.178247262040374,0.028744822934817487,5,275.5367513102219
57.67434729152909,15.285913918433202,1.2784518626072987,8,253.00353251300209
45.30525614065048,24.595772838450813,0.19109906801990334,4,201.13364402384502
55.42560043585965,16.06813732595557,0.04643654815614881,4,224.59058691057322
45.365823071875376,18.656702405130577,-1.3598561409799192,3,123.83165866256297
45.34270246429743,28.50951686938471,0.7462535660272207,7,177.37240792955825
52.41962271566034,17.33735952947548,0.6454841811410754,3,230.78313404544335
30.86719755342202,89.67654246264252,2.16325472330546,3,55.18697239469786
32.75082167486967,8.023374566164222,-0.30777823495300083,5,130.11692829188436
44.37712470759027,52.451138957025464,0.21915032766393897,5,136.2202584126259
39.87168879665576,41.03968269896615,0.24938368371075526,6,131.68579380412132
53.142473325952736,98.23786169086064,1.5774532797634744,8,160.59599135041725
40.91975924478789,11.203890216805235,-0.0952955323869521,6,174.8285836804218
35.87696298664709,39.785559904574164,0.27902152577033923,1,107.52218106456108
64.65648768921554,96.94704332753689,0.6078965097165392,8,175.30822050017568
47.74223699513465,86.55071258939803,0.1866091231563581,8,112.33978388924606
50.67528204687924,81.707207094928,-0.44643361455052827,9,137.63864049943408
35.75251813786544,25.790282704493983,0.19408999289830758,9,161.99514616612993
44.556172754748175,17.088758739006582,1.073631749859772,2,165.9938940988274
51.10922589709866,66.8643219924431,-1.0265152994110602,2,111.93818051889218
38.490064225776976,92.93759891275857,0.132969674146876,3,60.78283055655069
53.75698018345672,55.67628930139298,-0.7001208149391732,1,142.8292447735107
43.99361310081195,57.161268946989985,1.1950466289248425,4,119.080028995656
47.083062502067236,27.997909366028416,-1.5231869047837747,4,148.11982640726674
43.98293387770603,76.94929331919369,-0.5589218472715883,9,139.76368582027914
68.52278184508938,18.704374855752338,0.37721187506452086,9,281.5582566306406
49.86502775262066,32.367923640424365,1.5655240292343404,9,227.0163281445306
39.422890710440996,42.54364386164168,-0.0657502610729878,7,106.94193345210272
58.225449121031886,50.7610378684455,-0.5551995266931984,2,168.68498748359374
37.791563500289776,24.240973241508023,1.8811570694405901,5,167.08869635641605
52.08863595004755,11.483682473920354,-1.448013900416244,4,194.94088188383833
30.403298761202244,61.06200424416326,-2.198805956620082,8,68.27604157950098
36.71813951101569,28.863055324025577,0.4400144500533324,2,112.77473407102676
51.96861235869123,58.123822142261226,-0.5020542243526112,6,120.75468733236694
57.38466579995411,15.436271527420232,-1.0212328171307132,5,178.70525999564558
51.7136828118997,48.114010185481746,0.7083564472993533,2,98.02350064172629
48.843517176117594,53.258943255158584,0.24380071377119883,1,107.44631926021614
46.98896304410711,5.182353682242691,-0.5640786307367284,8,259.3463408382577
35.214780096325725,33.660427819392055,-1.2803043986708944,2,53.895703183446166
42.801557916052914,13.441467693897424,0.8724573282801447,7,150.13391372931233
45.393612290402125,6.337497047276774,0.650201177958661,9,252.27904262076586
60.57122226218915,98.99602323899452,-0.09917586377938291,9,210.9907694601119
53.43618289568462,32.235384497472296,1.8466369960476658,8,246.00215498384046
32.36959844637266,80.98744458546349,-1.0700847663261526,9,77.83203745925505
53.24083969394795,25.464065476376383,-1.5255251709247388,2,142.70554132042005
46.149177195836835,68.15027222239293,-0.6919080698812444,6,81.47802786013754
43.23077999694041,76.02278598896865,-0.045586016355497805,4,62.38235820232705
56.11676288840868,59.56387406078443,0.24333944932269183,4,154.24704638835908
60.30999522495951,47.15761885501584,-0.24123605785632987,5,180.70819299289946
59.31280119116199,41.18409141472685,0.3520553965142968,3,185.15126686371036
41.607824767773614,34.88682665429953,-1.251539424190444,1,109.57659981775474
46.907876241487855,92.95291442478259,1.4437646040732595,8,126.65378195822686
53.31263431403564,83.06194077877291,-0.0821511783925688,5,142.68195861680096
59.75545127122359,96.50269106665125,1.1172958315881276,3,122.59449344506761
45.2082576215471,12.429722348554472,0.34272534637770413,7,225.2189069101302
48.14341023336183,73.08674752036443,0.4567532191537839,7,145.37648842110434
38.93665025993972,93.83404568210378,0.5697672802322039,1,31.507323476317303
38.037933759193294,18.123306616566015,0.44770856001731496,9,191.48630982853484
58.125258223941984,6.6496267366777495,0.6427227598675439,2,215.22891625464547
63.56240028570823,74.11206492900591,1.3291525301324314,5,195.7338957907576
49.27989878419666,57.44731131799119,0.19652116970147013,5,161.65281367897035
60.03532897892024,84.1828776758272,0.7090037575885123,8,181.9949426107429
53.61636025047634,13.97723766262895,-0.08973569428722672,8,226.1471632101284
