X1,X2,Y
18.727005942368123,11.209224554000954,208.21779638627555
47.53571532049581,9.987362886942098,1268.3396797101288
36.59969709057025,5.284617375085801,794.8218900995951
29.93292420985183,18.218000103044638,462.38693362269896
7.800932022121826,14.298724815258867,38.21453378468539
7.799726016810133,25.97102976972011,-97.87472597523471
2.9041806084099733,0.9632874144617476,4.827658515042415
43.308807288746756,19.31603782665379,1002.0296445123157
30.05575058716044,22.888466355346832,425.98914373846884
35.40362888980228,22.78459707564921,621.9298241739068
1.0292247147901223,26.582219012865753,-159.24532880963997
48.49549260809972,21.871012284884824,1213.4651712168722
41.622132040021086,27.83430184943089,821.5514000878494
10.616955533913808,9.979697994626743,75.42880934741743
9.091248360355031,15.096282502546291,16.055866920188656
9.17022549267169,0.42238989848672026,75.85905134246762
15.212112147976885,0.20872761909873638,149.68907600751115
26.237821581611893,7.2037986135455965,410.2316865800672
21.597250932105787,3.024215914172558,313.24310601794747
14.561457009902096,7.806341038072608,135.06998111855387
30.592644736118974,5.311298835851922,538.7280706888632
6.974693032602092,0.8556007451594472,52.96745109671899
14.607232426760907,27.279124392181483,-21.218256926691183
18.318092164684586,0.24669394166674574,221.02910607268896
22.803499210851797,22.08246433011256,223.1396412217297
39.25879806965068,4.564436607585495,893.5983552877144
9.983689107917987,27.366888659988,-97.68930215197454
25.71172192068058,26.783878187696573,260.79755371428524
29.620728443102124,19.61703439107772,436.5793145681497
2.3225206359998865,20.167024494018154,-67.56525196756859
30.37724259507192,0.1601742590906563,559.2540234441062
8.526206184364577,29.54614698340806,-148.46994960882154
3.252579649263976,26.33497810727443,-150.57933367622138
47.44427686266666,26.85318677190276,1115.3625578421825
48.28160165372797,19.777336111526157,1222.7044916682198
40.419867405823055,10.343607859636096,920.6659520152165
15.230688458668535,26.809459472714423,8.546874242806235
4.883605700319194,8.745507844535771,21.46887520586342
34.211651325607846,16.881346300266085,618.1507972406949
22.007624686980066,2.991929170316472,328.9596039805383
6.101911742238942,27.658668903982505,-142.5609607601197
